Date,		Time,			Longitude,			Latitude,		Satellites,			Altitude,		VDOP,		HDOP,		Recording,		Speed
20/10/2017,	11:26:50,		008.538181,			047.419009,			5,				443.10,			8.62,		5.91,			0,			16.71
20/10/2017,	11:26:51,		008.538115,			047.419011,			5,				443.70,			8.62,		5.91,			0,			16.61
20/10/2017,	11:26:52,		008.538050,			047.419009,			5,				444.50,			8.62,		5.91,			0,			18.50
20/10/2017,	11:26:53,		008.537980,			047.419005,			5,				445.60,			8.62,		5.91,			0,			17.04
20/10/2017,	11:26:54,		008.537916,			047.418988,			5,				447.80,			8.62,		5.92,			0,			18.52
20/10/2017,	11:26:55,		008.537853,			047.418993,			5,				447.80,			8.62,		5.92,			0,			18.74
20/10/2017,	11:26:56,		008.537774,			047.418975,			5,				451.20,			8.62,		5.92,			0,			19.10
20/10/2017,	11:26:57,		008.537703,			047.418975,			5,				451.50,			8.62,		5.92,			0,			19.70
20/10/2017,	11:26:58,		008.537634,			047.418986,			5,				450.90,			8.62,		5.92,			0,			19.84
20/10/2017,	11:26:59,		008.537562,			047.418990,			5,				450.60,			8.62,		5.92,			0,			19.09
20/10/2017,	11:27:00,		008.537486,			047.418983,			5,				453.00,			8.62,		5.92,			0,			17.90
20/10/2017,	11:27:01,		008.537416,			047.418981,			5,				455.50,			8.62,		5.93,			0,			18.77
20/10/2017,	11:27:02,		008.537344,			047.418985,			5,				456.30,			8.62,		5.93,			0,			18.57
20/10/2017,	11:27:03,		008.537281,			047.418992,			5,				456.30,			8.62,		5.93,			0,			19.14
20/10/2017,	11:27:04,		008.537211,			047.418994,			5,				457.20,			8.62,		5.93,			0,			19.24
20/10/2017,	11:27:05,		008.537140,			047.418998,			5,				457.60,			8.62,		5.93,			0,			20.46
20/10/2017,	11:27:06,		008.537066,			047.419011,			5,				456.00,			8.62,		5.93,			0,			20.07
20/10/2017,	11:27:07,		008.536990,			047.419012,			5,				456.60,			8.62,		5.93,			0,			19.88
20/10/2017,	11:27:08,		008.536918,			047.419010,			5,				457.90,			8.62,		5.94,			0,			19.23
20/10/2017,	11:27:09,		008.536849,			047.419014,			5,				458.30,			8.62,		5.94,			0,			18.42
20/10/2017,	11:27:10,		008.536787,			047.419027,			5,				457.90,			8.62,		5.94,			0,			18.36
20/10/2017,	11:27:11,		008.536722,			047.419037,			5,				457.80,			8.62,		5.94,			0,			17.75
20/10/2017,	11:27:12,		008.536661,			047.419047,			5,				457.30,			8.62,		5.94,			0,			17.02
20/10/2017,	11:27:13,		008.536602,			047.419067,			5,				455.00,			8.62,		5.94,			0,			16.48
20/10/2017,	11:27:14,		008.536541,			047.419072,			5,				455.10,			8.62,		5.94,			0,			15.37
20/10/2017,	11:27:15,		008.536486,			047.419074,			5,				455.20,			8.62,		5.95,			0,			14.34
20/10/2017,	11:27:16,		008.536433,			047.419075,			5,				455.80,			8.62,		5.95,			0,			14.37
20/10/2017,	11:27:17,		008.536383,			047.419087,			5,				454.80,			8.62,		5.95,			0,			14.50
20/10/2017,	11:27:18,		008.536330,			047.419093,			5,				455.10,			8.62,		5.95,			0,			13.92
20/10/2017,	11:27:19,		008.536277,			047.419093,			5,				456.40,			8.62,		5.95,			0,			13.86
